FeatureCode,DateCode,Measurement,Units,Value,Gender,Weight Category
S08000022,2014/2015,Ratio,Percent Of P1 Children,13.55,Female,Epidemiological - Overweight
S08000020,2009/2010,Ratio,Percent Of P1 Children,10.42,Female,Epidemiological - Overweight
S08000024,2005/2006,Ratio,Percent Of P1 Children,12.19,Female,Epidemiological - Overweight
S08000032,2011/2012,Ratio,Percent Of P1 Children,10.28,Female,Epidemiological - Overweight
S08000024,2009/2010,Ratio,Percent Of P1 Children,11.19,Female,Epidemiological - Overweight
S08000028,2009/2010,Ratio,Percent Of P1 Children,7.61,Female,Epidemiological - Overweight
S08000020,2015/2016,Ratio,Percent Of P1 Children,12.13,Female,Epidemiological - Overweight
S08000032,2007/2008,Ratio,Percent Of P1 Children,11.92,Female,Epidemiological - Overweight
S08000031,2016/2017,Ratio,Percent Of P1 Children,11.3,Female,Epidemiological - Overweight
S08000030,2013/2014,Ratio,Percent Of P1 Children,13.33,Female,Epidemiological - Overweight
S08000032,2012/2013,Ratio,Percent Of P1 Children,10.2,Female,Epidemiological - Overweight
S08000019,2009/2010,Ratio,Percent Of P1 Children,11.81,Female,Epidemiological - Overweight
S08000024,2007/2008,Ratio,Percent Of P1 Children,13.11,Female,Epidemiological - Overweight
S08000020,2016/2017,Ratio,Percent Of P1 Children,12.14,Female,Epidemiological - Overweight
S08000030,2015/2016,Ratio,Percent Of P1 Children,13.62,Female,Epidemiological - Overweight
S08000031,2006/2007,Ratio,Percent Of P1 Children,11.85,Female,Epidemiological - Overweight
S08000017,2009/2010,Ratio,Percent Of P1 Children,14.97,Female,Epidemiological - Overweight
S08000015,2018/2019,Ratio,Percent Of P1 Children,13.16,Female,Epidemiological - Overweight
S08000016,2013/2014,Ratio,Percent Of P1 Children,13.95,Female,Epidemiological - Overweight
S08000029,2018/2019,Ratio,Percent Of P1 Children,11.04,Female,Epidemiological - Overweight
S08000020,2017/2018,Ratio,Percent Of P1 Children,13.38,Female,Epidemiological - Overweight
S08000024,2004/2005,Ratio,Percent Of P1 Children,11.68,Female,Epidemiological - Overweight
S08000031,2018/2019,Ratio,Percent Of P1 Children,12.32,Female,Epidemiological - Overweight
S08000025,2017/2018,Ratio,Percent Of P1 Children,14.1,Female,Epidemiological - Overweight
S08000024,2017/2018,Ratio,Percent Of P1 Children,11.28,Female,Epidemiological - Overweight
S08000024,2001/2002,Ratio,Percent Of P1 Children,13.59,Female,Epidemiological - Overweight
S08000025,2018/2019,Ratio,Percent Of P1 Children,12.5,Female,Epidemiological - Overweight
S08000022,2018/2019,Ratio,Percent Of P1 Children,12.86,Female,Epidemiological - Overweight
S08000028,2003/2004,Ratio,Percent Of P1 Children,10.78,Female,Epidemiological - Overweight
S08000024,2002/2003,Ratio,Percent Of P1 Children,14.25,Female,Epidemiological - Overweight
S08000016,2018/2019,Ratio,Percent Of P1 Children,13.83,Female,Epidemiological - Overweight
S08000020,2018/2019,Ratio,Percent Of P1 Children,13.09,Female,Epidemiological - Overweight
S08000015,2007/2008,Ratio,Percent Of P1 Children,12.04,Female,Epidemiological - Overweight
S08000026,2018/2019,Ratio,Percent Of P1 Children,7.41,Female,Epidemiological - Overweight
S08000024,2011/2012,Ratio,Percent Of P1 Children,12.08,Female,Epidemiological - Overweight
S92000003,2018/2019,Ratio,Percent Of P1 Children,12.11,Female,Epidemiological - Overweight
S92000003,2009/2010,Ratio,Percent Of P1 Children,11.73,Female,Epidemiological - Overweight
S08000019,2012/2013,Ratio,Percent Of P1 Children,12.15,Female,Epidemiological - Overweight
S08000017,2013/2014,Ratio,Percent Of P1 Children,13.27,Female,Epidemiological - Overweight
S08000015,2011/2012,Ratio,Percent Of P1 Children,13.34,Female,Epidemiological - Overweight
S08000016,2012/2013,Ratio,Percent Of P1 Children,10.22,Female,Epidemiological - Overweight
S08000030,2002/2003,Ratio,Percent Of P1 Children,12.15,Female,Epidemiological - Overweight
S08000016,2011/2012,Ratio,Percent Of P1 Children,12.41,Female,Epidemiological - Overweight
S08000024,2003/2004,Ratio,Percent Of P1 Children,12.07,Female,Epidemiological - Overweight
S08000030,2008/2009,Ratio,Percent Of P1 Children,11.52,Female,Epidemiological - Overweight
S08000017,2018/2019,Ratio,Percent Of P1 Children,13.05,Female,Epidemiological - Overweight
S08000022,2010/2011,Ratio,Percent Of P1 Children,12.97,Female,Epidemiological - Overweight
S08000029,2017/2018,Ratio,Percent Of P1 Children,12.58,Female,Epidemiological - Overweight
S08000022,2009/2010,Ratio,Percent Of P1 Children,13.71,Female,Epidemiological - Overweight
S08000016,2014/2015,Ratio,Percent Of P1 Children,11.73,Female,Epidemiological - Overweight
S08000029,2004/2005,Ratio,Percent Of P1 Children,13,Female,Epidemiological - Overweight
S08000022,2017/2018,Ratio,Percent Of P1 Children,13.11,Female,Epidemiological - Overweight
S08000016,2001/2002,Ratio,Percent Of P1 Children,12.92,Female,Epidemiological - Overweight
S08000029,2003/2004,Ratio,Percent Of P1 Children,13.65,Female,Epidemiological - Overweight
S08000032,2006/2007,Ratio,Percent Of P1 Children,10.41,Female,Epidemiological - Overweight
S08000015,2017/2018,Ratio,Percent Of P1 Children,11.75,Female,Epidemiological - Overweight
S08000022,2011/2012,Ratio,Percent Of P1 Children,12.26,Female,Epidemiological - Overweight
S08000032,2016/2017,Ratio,Percent Of P1 Children,12.56,Female,Epidemiological - Overweight
S08000016,2003/2004,Ratio,Percent Of P1 Children,13.65,Female,Epidemiological - Overweight
S08000016,2004/2005,Ratio,Percent Of P1 Children,14.34,Female,Epidemiological - Overweight
S08000032,2005/2006,Ratio,Percent Of P1 Children,11.6,Female,Epidemiological - Overweight
S08000029,2002/2003,Ratio,Percent Of P1 Children,12.32,Female,Epidemiological - Overweight
S08000022,2008/2009,Ratio,Percent Of P1 Children,12.64,Female,Epidemiological - Overweight
S08000016,2009/2010,Ratio,Percent Of P1 Children,15.18,Female,Epidemiological - Overweight
S08000028,2017/2018,Ratio,Percent Of P1 Children,13.08,Female,Epidemiological - Overweight
S08000019,2017/2018,Ratio,Percent Of P1 Children,10.87,Female,Epidemiological - Overweight
S08000032,2018/2019,Ratio,Percent Of P1 Children,12.11,Female,Epidemiological - Overweight
S08000015,2010/2011,Ratio,Percent Of P1 Children,14.31,Female,Epidemiological - Overweight
S08000016,2010/2011,Ratio,Percent Of P1 Children,10,Female,Epidemiological - Overweight
S08000029,2001/2002,Ratio,Percent Of P1 Children,13.08,Female,Epidemiological - Overweight
S08000030,2017/2018,Ratio,Percent Of P1 Children,14.12,Female,Epidemiological - Overweight
S08000030,2004/2005,Ratio,Percent Of P1 Children,11.22,Female,Epidemiological - Overweight
S08000030,2003/2004,Ratio,Percent Of P1 Children,12.05,Female,Epidemiological - Overweight
S08000028,2004/2005,Ratio,Percent Of P1 Children,16.67,Female,Epidemiological - Overweight
S08000016,2017/2018,Ratio,Percent Of P1 Children,11.29,Female,Epidemiological - Overweight
S08000015,2012/2013,Ratio,Percent Of P1 Children,11.81,Female,Epidemiological - Overweight
S92000003,2017/2018,Ratio,Percent Of P1 Children,12.22,Female,Epidemiological - Overweight
S08000017,2012/2013,Ratio,Percent Of P1 Children,12.4,Female,Epidemiological - Overweight
S08000015,2013/2014,Ratio,Percent Of P1 Children,12.92,Female,Epidemiological - Overweight
S08000030,2010/2011,Ratio,Percent Of P1 Children,12.56,Female,Epidemiological - Overweight
S08000032,2001/2002,Ratio,Percent Of P1 Children,10.84,Female,Epidemiological - Overweight
S08000015,2014/2015,Ratio,Percent Of P1 Children,12.32,Female,Epidemiological - Overweight
S08000019,2015/2016,Ratio,Percent Of P1 Children,11.79,Female,Epidemiological - Overweight
S08000031,2017/2018,Ratio,Percent Of P1 Children,11.88,Female,Epidemiological - Overweight
S08000032,2017/2018,Ratio,Percent Of P1 Children,11.54,Female,Epidemiological - Overweight
S08000019,2008/2009,Ratio,Percent Of P1 Children,11.62,Female,Epidemiological - Overweight
S08000028,2008/2009,Ratio,Percent Of P1 Children,10.08,Female,Epidemiological - Overweight
S08000032,2003/2004,Ratio,Percent Of P1 Children,12.15,Female,Epidemiological - Overweight
S08000030,2009/2010,Ratio,Percent Of P1 Children,12.51,Female,Epidemiological - Overweight
S08000032,2002/2003,Ratio,Percent Of P1 Children,11.76,Female,Epidemiological - Overweight
S08000029,2006/2007,Ratio,Percent Of P1 Children,13.39,Female,Epidemiological - Overweight
S08000024,2014/2015,Ratio,Percent Of P1 Children,11.85,Female,Epidemiological - Overweight
S92000003,2006/2007,Ratio,Percent Of P1 Children,11.91,Female,Epidemiological - Overweight
S08000019,2014/2015,Ratio,Percent Of P1 Children,12,Female,Epidemiological - Overweight
S08000026,2013/2014,Ratio,Percent Of P1 Children,11.63,Female,Epidemiological - Overweight
S08000029,2008/2009,Ratio,Percent Of P1 Children,11.9,Female,Epidemiological - Overweight
S08000017,2005/2006,Ratio,Percent Of P1 Children,12.46,Female,Epidemiological - Overweight
S08000019,2013/2014,Ratio,Percent Of P1 Children,14.14,Female,Epidemiological - Overweight
S08000029,2011/2012,Ratio,Percent Of P1 Children,10.79,Female,Epidemiological - Overweight
S08000029,2010/2011,Ratio,Percent Of P1 Children,12.6,Female,Epidemiological - Overweight
S08000026,2012/2013,Ratio,Percent Of P1 Children,10.48,Female,Epidemiological - Overweight
S08000029,2005/2006,Ratio,Percent Of P1 Children,14.45,Female,Epidemiological - Overweight
S08000020,2013/2014,Ratio,Percent Of P1 Children,13.68,Female,Epidemiological - Overweight
S08000026,2011/2012,Ratio,Percent Of P1 Children,14.86,Female,Epidemiological - Overweight
S08000016,2007/2008,Ratio,Percent Of P1 Children,9.65,Female,Epidemiological - Overweight
S08000028,2007/2008,Ratio,Percent Of P1 Children,12.98,Female,Epidemiological - Overweight
S08000030,2018/2019,Ratio,Percent Of P1 Children,12.07,Female,Epidemiological - Overweight
S08000019,2018/2019,Ratio,Percent Of P1 Children,12.68,Female,Epidemiological - Overweight
S08000030,2007/2008,Ratio,Percent Of P1 Children,10.25,Female,Epidemiological - Overweight
S92000003,2003/2004,Ratio,Percent Of P1 Children,12.51,Female,Epidemiological - Overweight
S92000003,2002/2003,Ratio,Percent Of P1 Children,12.27,Female,Epidemiological - Overweight
S92000003,2004/2005,Ratio,Percent Of P1 Children,12.02,Female,Epidemiological - Overweight
S08000028,2015/2016,Ratio,Percent Of P1 Children,7.08,Female,Epidemiological - Overweight
S08000015,2008/2009,Ratio,Percent Of P1 Children,9.8,Female,Epidemiological - Overweight
S08000024,2018/2019,Ratio,Percent Of P1 Children,10.74,Female,Epidemiological - Overweight
S08000015,2009/2010,Ratio,Percent Of P1 Children,12.34,Female,Epidemiological - Overweight
S08000029,2015/2016,Ratio,Percent Of P1 Children,11.4,Female,Epidemiological - Overweight
S08000026,2008/2009,Ratio,Percent Of P1 Children,9.65,Female,Epidemiological - Overweight
S08000028,2018/2019,Ratio,Percent Of P1 Children,14.29,Female,Epidemiological - Overweight
S92000003,2001/2002,Ratio,Percent Of P1 Children,12.07,Female,Epidemiological - Overweight
S08000030,2012/2013,Ratio,Percent Of P1 Children,12.43,Female,Epidemiological - Overweight
S92000003,2010/2011,Ratio,Percent Of P1 Children,11.33,Female,Epidemiological - Overweight
S08000026,2017/2018,Ratio,Percent Of P1 Children,13.71,Female,Epidemiological - Overweight
S08000024,2015/2016,Ratio,Percent Of P1 Children,12.01,Female,Epidemiological - Overweight
S08000017,2011/2012,Ratio,Percent Of P1 Children,12.43,Female,Epidemiological - Overweight
S08000032,2004/2005,Ratio,Percent Of P1 Children,11.42,Female,Epidemiological - Overweight
S08000030,2011/2012,Ratio,Percent Of P1 Children,13.28,Female,Epidemiological - Overweight
S08000024,2010/2011,Ratio,Percent Of P1 Children,10.54,Female,Epidemiological - Overweight
S08000017,2015/2016,Ratio,Percent Of P1 Children,14.6,Female,Epidemiological - Overweight
S08000017,2014/2015,Ratio,Percent Of P1 Children,13.95,Female,Epidemiological - Overweight
S08000016,2008/2009,Ratio,Percent Of P1 Children,13.95,Female,Epidemiological - Overweight
S08000017,2004/2005,Ratio,Percent Of P1 Children,15.13,Female,Epidemiological - Overweight
S08000017,2017/2018,Ratio,Percent Of P1 Children,14.84,Female,Epidemiological - Overweight
S08000032,2008/2009,Ratio,Percent Of P1 Children,10.04,Male,Epidemiological - Overweight
S08000032,2011/2012,Ratio,Percent Of P1 Children,9.97,Male,Epidemiological - Overweight
S08000032,2009/2010,Ratio,Percent Of P1 Children,10.26,Male,Epidemiological - Overweight
S08000017,2014/2015,Ratio,Percent Of P1 Children,14.28,All,Epidemiological - Overweight
S08000026,2008/2009,Ratio,Percent Of P1 Children,10.64,All,Epidemiological - Overweight
S08000017,2012/2013,Ratio,Percent Of P1 Children,12.95,All,Epidemiological - Overweight
S08000015,2013/2014,Ratio,Percent Of P1 Children,14.3,All,Epidemiological - Overweight
S08000032,2012/2013,Ratio,Percent Of P1 Children,11.7,Male,Epidemiological - Overweight
S08000015,2018/2019,Ratio,Percent Of P1 Children,12.86,All,Epidemiological - Overweight
S08000029,2006/2007,Ratio,Percent Of P1 Children,13.52,Male,Epidemiological - Overweight
S08000015,2011/2012,Ratio,Percent Of P1 Children,13.57,All,Epidemiological - Overweight
S08000029,2005/2006,Ratio,Percent Of P1 Children,15.52,Male,Epidemiological - Overweight
S08000030,2006/2007,Ratio,Percent Of P1 Children,12.85,Male,Epidemiological - Overweight
S08000015,2012/2013,Ratio,Percent Of P1 Children,12.71,All,Epidemiological - Overweight
S08000031,2007/2008,Ratio,Percent Of P1 Children,8.77,Male,Epidemiological - Overweight
S08000032,2007/2008,Ratio,Percent Of P1 Children,10.36,Male,Epidemiological - Overweight
S08000031,2016/2017,Ratio,Percent Of P1 Children,11.64,Male,Epidemiological - Overweight
S08000020,2012/2013,Ratio,Percent Of P1 Children,12.19,All,Epidemiological - Overweight
S08000031,2006/2007,Ratio,Percent Of P1 Children,11.32,Male,Epidemiological - Overweight
S08000029,2005/2006,Ratio,Percent Of P1 Children,15.01,All,Epidemiological - Overweight
S08000030,2010/2011,Ratio,Percent Of P1 Children,13.54,All,Epidemiological - Overweight
S92000003,2006/2007,Ratio,Percent Of P1 Children,12.32,All,Epidemiological - Overweight
S08000032,2010/2011,Ratio,Percent Of P1 Children,9.49,Male,Epidemiological - Overweight
S08000017,2013/2014,Ratio,Percent Of P1 Children,14.34,All,Epidemiological - Overweight
S08000028,2007/2008,Ratio,Percent Of P1 Children,12.29,All,Epidemiological - Overweight
S08000032,2017/2018,Ratio,Percent Of P1 Children,11.62,All,Epidemiological - Overweight
S08000031,2013/2014,Ratio,Percent Of P1 Children,11,Male,Epidemiological - Overweight
S08000031,2014/2015,Ratio,Percent Of P1 Children,11.67,Male,Epidemiological - Overweight
S08000031,2015/2016,Ratio,Percent Of P1 Children,10.52,Male,Epidemiological - Overweight
S08000016,2017/2018,Ratio,Percent Of P1 Children,13.46,Male,Epidemiological - Overweight
S08000029,2004/2005,Ratio,Percent Of P1 Children,15.98,Male,Epidemiological - Overweight
S08000016,2007/2008,Ratio,Percent Of P1 Children,10.64,All,Epidemiological - Overweight
S08000017,2017/2018,Ratio,Percent Of P1 Children,13.32,All,Epidemiological - Overweight
S92000003,2001/2002,Ratio,Percent Of P1 Children,12.38,All,Epidemiological - Overweight
S08000029,2002/2003,Ratio,Percent Of P1 Children,14.4,Male,Epidemiological - Overweight
S08000026,2012/2013,Ratio,Percent Of P1 Children,9.48,All,Epidemiological - Overweight
S08000026,2011/2012,Ratio,Percent Of P1 Children,14.76,All,Epidemiological - Overweight
S08000026,2009/2010,Ratio,Percent Of P1 Children,10.13,All,Epidemiological - Overweight
S08000024,2001/2002,Ratio,Percent Of P1 Children,13.25,Male,Epidemiological - Overweight
S08000029,2017/2018,Ratio,Percent Of P1 Children,12.11,Male,Epidemiological - Overweight
S92000003,2004/2005,Ratio,Percent Of P1 Children,12.42,All,Epidemiological - Overweight
S08000025,2017/2018,Ratio,Percent Of P1 Children,17.14,Male,Epidemiological - Overweight
S08000029,2001/2002,Ratio,Percent Of P1 Children,13.17,Male,Epidemiological - Overweight
S08000020,2017/2018,Ratio,Percent Of P1 Children,12.5,Male,Epidemiological - Overweight
S08000032,2004/2005,Ratio,Percent Of P1 Children,11.05,All,Epidemiological - Overweight
S08000031,2017/2018,Ratio,Percent Of P1 Children,11.77,All,Epidemiological - Overweight
S08000031,2012/2013,Ratio,Percent Of P1 Children,11.63,Male,Epidemiological - Overweight
S08000032,2002/2003,Ratio,Percent Of P1 Children,12.15,All,Epidemiological - Overweight
S08000031,2011/2012,Ratio,Percent Of P1 Children,11.89,Male,Epidemiological - Overweight
S08000030,2005/2006,Ratio,Percent Of P1 Children,13.66,Male,Epidemiological - Overweight
S08000032,2003/2004,Ratio,Percent Of P1 Children,12.19,All,Epidemiological - Overweight
S08000031,2010/2011,Ratio,Percent Of P1 Children,8.43,Male,Epidemiological - Overweight
S08000031,2008/2009,Ratio,Percent Of P1 Children,9.16,Male,Epidemiological - Overweight
S08000029,2003/2004,Ratio,Percent Of P1 Children,14.01,Male,Epidemiological - Overweight
S08000026,2017/2018,Ratio,Percent Of P1 Children,14.29,All,Epidemiological - Overweight
S08000019,2013/2014,Ratio,Percent Of P1 Children,13.25,All,Epidemiological - Overweight
S08000032,2001/2002,Ratio,Percent Of P1 Children,11.33,All,Epidemiological - Overweight
S08000031,2009/2010,Ratio,Percent Of P1 Children,11.36,Male,Epidemiological - Overweight
S08000029,2014/2015,Ratio,Percent Of P1 Children,12.87,All,Epidemiological - Overweight
S08000031,2012/2013,Ratio,Percent Of P1 Children,11.45,All,Epidemiological - Overweight
S08000031,2013/2014,Ratio,Percent Of P1 Children,11.35,All,Epidemiological - Overweight
S08000025,2018/2019,Ratio,Percent Of P1 Children,22.32,Male,Epidemiological - Overweight
S08000031,2007/2008,Ratio,Percent Of P1 Children,9.17,All,Epidemiological - Overweight
S08000030,2006/2007,Ratio,Percent Of P1 Children,12.76,All,Epidemiological - Overweight
S08000030,2004/2005,Ratio,Percent Of P1 Children,11.52,Male,Epidemiological - Overweight
S08000030,2003/2004,Ratio,Percent Of P1 Children,11.98,Male,Epidemiological - Overweight
